event_date,event_return,event_close,entry_date,entry_price,event_idx,fwd_return_1d,fwd_return_3d,fwd_return_5d,fwd_return_10d
2008-09-23,-0.022767882641835158,4126.89990234375,2008-09-24,4125.75,253,-0.0036842259740653216,-0.06682420194434345,-0.04241653032781918,-0.20500516241365208
2008-10-03,-0.033525267650920676,3818.300048828125,2008-10-06,3817.300048828125,260,-0.05519606750235887,-0.1407670580732084,-0.07823596328930385,-0.15256860582996778
2008-10-15,-0.05122703451682897,3338.39990234375,2008-10-16,3333.85009765625,267,-0.07783793284000161,-0.02968045725333109,-0.11719189041737914,-0.08698651454181297
2008-10-22,-0.05247457575951975,3065.14990234375,2008-10-23,3064.800048828125,272,-0.15687811314541272,-0.11999151466361241,-0.0068356665485846445,0.02722851404410001
2008-11-05,-0.046831781900944836,2994.949951171875,2008-11-06,2998.449951171875,280,-0.00848770250840054,-0.019943654155292315,-0.06273236391426527,-0.10171922325426769
2008-11-12,-0.030694350864978848,2848.449951171875,2008-11-14,2848.0,285,-0.017011921057540378,-0.07478932584269662,-0.05426616883010007,-0.05797053990739115
2008-11-20,-0.03106265565702082,2553.14990234375,2008-11-21,2553.60009765625,290,0.060561519591768136,0.07779209537392923,0.0506343200746954,0.09022552221673866
2008-12-01,-0.0262060153001048,2682.89990234375,2008-12-02,2672.89990234375,296,-0.00615434613075138,0.015526208057252893,0.09553298177471763,0.10529769373918886
2008-12-17,-0.028733427251993127,2954.35009765625,2008-12-18,2955.35009765625,307,0.041331787540373435,0.004500246755214366,-0.033194069878234936,0.05620310556348333
2008-12-26,-0.020433034150140195,2857.25,2008-12-29,2857.14990234375,313,0.04282242858727326,0.06635987054817077,0.08947733063451187,-0.00764742987328083
2009-01-07,-0.061809349610106756,2920.39990234375,2009-01-09,2919.949951171875,320,-0.05029190772831198,-0.02899018947560287,-0.03133615354032967,-0.08267261644223321
2009-01-15,-0.03477589530497949,2736.699951171875,2009-01-16,2737.0,325,0.03989768036970223,-0.011271500787815126,-0.02135548088121118,0.010832993183686518
2009-02-02,-0.03762005866406637,2766.64990234375,2009-02-03,2773.5,336,0.010654425393230575,0.025094680964936,0.05804939606994772,-0.001081665765278529
2009-02-16,-0.03386643185136817,2848.5,2009-02-17,2853.85009765625,346,-0.0272264459076922,-0.04113746078702274,-0.03200942394671398,-0.07311181013176929
2009-03-02,-0.032221810950793794,2674.60009765625,2009-03-03,2672.14990234375,355,-0.010085493762246319,-0.019459986116194553,-0.020470390199253986,0.05052111780165893
2009-03-30,-0.041979638781970974,2978.14990234375,2009-03-31,2981.699951171875,373,0.026377619402469965,0.09219577790727504,0.12085391003699897,0.1326089656771044
2009-04-16,-0.03290613365016992,3369.5,2009-04-17,3369.5,382,0.0022555565087550083,-0.011633759065699658,0.033016768066478706,0.08677842479410892
2009-04-28,-0.031023026612031712,3362.35009765625,2009-04-29,3371.64990234375,390,0.08374241271609449,0.07515612647334109,0.07386592797045795,0.08897720958260218
2009-05-26,-0.028518746668491857,4116.7001953125,2009-05-27,4117.2998046875,408,0.053384573238633194,0.10021133199639953,0.10040570525234724,0.13065606607030406
2009-06-08,-0.034227910646094206,4429.89990234375,2009-06-09,4427.75,417,0.05138049799559596,0.035153272507198914,0.020337599161538027,-0.040822087967929535
2009-06-15,-0.021686936436186022,4484.0,2009-06-16,4478.10009765625,422,-0.02723257467521245,-0.03673432849035601,-0.051606728884243405,-0.04175878071548069
2009-06-30,-0.022739974997403434,4291.10009765625,2009-07-01,4292.2998046875,433,0.01317482364745189,-0.02949458684986173,-0.04971691448735756,-0.013698904401618542
2009-07-08,-0.029330224495622392,4078.89990234375,2009-07-09,4078.75,439,-0.018351234485136377,0.008004879520380018,0.03742565794514251,0.10910205332516089
2009-08-06,-0.02314581012623862,4585.5,2009-08-07,4591.89990234375,460,-0.033591760116824264,-0.029268909427914793,-0.002580652433255698,-0.013741610008537665
2009-08-17,-0.041953670928882025,4387.89990234375,2009-08-18,4389.5,467,0.0010479775956828796,0.03173477723829593,0.0614762723900786,0.05373051547015605
2009-10-27,-0.024985356670065073,4846.7001953125,2009-10-28,4846.5498046875,513,-0.019807905390170643,-0.0583198179600622,-0.016712920172956478,0.021891882252738186
2009-11-26,-0.02008556906467729,5005.5498046875,2009-11-27,5005.0498046875,534,0.005524498597217537,0.02361618763549548,0.020749063787335095,0.022427349253322473
2010-01-21,-0.024426965968527115,5094.14990234375,2010-01-22,5094.14990234375,571,-0.016931186096490317,-0.04454126923892766,-0.038171178853960756,-0.06551632880815818
2010-02-05,-0.026148821603992345,4718.64990234375,2010-02-08,4755.35009765625,581,0.00784375575331116,0.015035696327645764,0.021113041160362448,0.024120139353731616
2010-05-19,-0.028927063147710874,4919.64990234375,2010-05-20,4924.2998046875,649,0.0013910805450410046,-0.02387137447959666,0.01600233456414231,0.03781252212451683
2010-06-01,-0.02282594692275186,4970.2001953125,2010-06-02,4970.75,658,0.02811446964743751,0.012724437962078157,0.005944737652768697,0.0528290695883418
2010-11-16,-0.021709994155716394,5988.7001953125,2010-11-18,6075.9501953125,776,-0.030554955958695375,-0.02323919564407123,-0.04545794261539275,-0.010574477725240056
2010-12-09,-0.023239695576248276,5766.5,2010-12-10,5761.0,792,0.0254556331094862,0.022791148183909045,0.032294706593907305,0.04115606624826419
2011-01-07,-0.02375065553569211,5904.60009765625,2011-01-10,5901.2998046875,812,-0.024943607663234942,-0.025316439985828068,-0.04177889835247167,-0.02678220221280038
2011-02-04,-0.02370289953408422,5395.75,2011-02-07,5430.14990234375,831,-0.021656878681284967,-0.03763249658504802,0.004760475883933266,0.016288720735743098
2011-02-24,-0.03212040777345426,5262.7001953125,2011-02-25,5321.0498046875,845,0.0022928173500184903,0.04043382387352707,0.026705274874719086,0.0395505028212867
2011-05-03,-0.02386294517885945,5565.25,2011-05-04,5567.7001953125,889,-0.019370672606806312,-0.0029814999144935606,-0.00047602969485163537,-0.02642026195665043
2011-06-20,-0.020218396313068876,5257.89990234375,2011-06-21,5280.7998046875,922,-0.00047341313673373415,0.03606464974177717,0.05008710986642907,0.06652406945192628
2011-08-05,-0.022609589463865043,5211.25,2011-08-08,5083.85009765625,955,-0.0021637144661427383,0.010710328980068145,-0.009451555818080097,-0.026544880891494926
2011-08-18,-0.02223830106015723,4944.14990234375,2011-08-19,4859.2998046875,963,0.008128743149763371,0.006091432684951114,-0.022945692688572553,0.04218714799244281
2011-09-12,-0.022265342334898075,4946.7998046875,2011-09-13,4977.7998046875,978,0.0069809958944665835,0.021384989250121684,0.03262493410684589,-0.0013158031549063449
2011-09-22,-0.04083185070983297,4923.64990234375,2011-09-23,4873.75,986,-0.007868704315209028,0.01480377580789946,0.014260066683765067,0.02171840936778661
2011-11-21,-0.025979394207947815,4778.35009765625,2011-11-22,4794.85009765625,1023,-0.01843642669600044,0.011772986825770203,0.00775826277643871,0.031033254774791436
2011-12-08,-0.023495870307348232,4943.64990234375,2011-12-09,4870.75,1034,-0.02179333826284453,-0.022070523020068778,-0.04499305083277729,-0.032181902171123544
2012-01-30,-0.02255660964501549,5087.2998046875,2012-01-31,5125.25,1068,0.021550206392371103,0.03913957322203795,0.04095408074606117,0.05673865756548461
2012-02-27,-0.027277846997348587,5281.2001953125,2012-02-28,5310.5,1087,0.014066508862159871,0.009198775568449299,-0.016589793363383863,0.028886150521372753
2012-03-22,-0.025442920256606216,5228.4501953125,2012-03-23,5255.64990234375,1104,-0.013585361215158055,-0.011587511245106295,0.0075918113050027726,-0.0022927335175287086
2012-05-08,-0.02233014464024874,4999.9501953125,2012-05-09,4967.89990234375,1134,-0.00044278408874788816,-0.012097686917543577,-0.022071681092451056,-0.009360091973282771
2013-05-23,-0.020912330020920522,5967.0498046875,2013-05-24,6010.7001953125,1388,0.012053455450622969,0.015572164029740581,-0.004117656711492866,-0.021578217362038434
2013-05-31,-0.022550373328005135,5985.9501953125,2013-06-03,5997.35009765625,1394,-0.01298905367792237,-0.012663958927824,-0.019900471993938077,-0.02456089615750706
2013-06-20,-0.028571445344368618,5655.89990234375,2013-06-21,5639.89990234375,1408,-0.008803330414271572,-0.009078123356404455,0.035869482875871765,0.040426249392343114
2013-08-06,-0.025178510712102753,5542.25,2013-08-07,5549.2998046875,1441,0.002946335255204459,0.02703043722260146,-0.007469358025356169,-0.013974700848203153
2013-08-16,-0.04082853821736476,5507.85009765625,2013-08-19,5497.5498046875,1447,-0.017480443613818727,-0.016207149101046613,-0.00382894297193121,0.009677073824258711
2013-08-27,-0.03452018710627225,5287.4501953125,2013-08-28,5233.4501953125,1454,0.033553316229565186,0.0606291820588451,0.041014989028845206,0.11794322616327922
2013-09-03,-0.03770658103634639,5341.4501953125,2013-09-04,5358.64990234375,1459,0.043723754534938444,0.10041710271478968,0.09182355666742448,0.14124824650565423
2013-09-23,-0.020350642149811637,5889.75,2013-09-24,5855.0,1472,0.0032194872171221176,-0.0037232800491033306,-0.012801058123398804,0.026037608080700256
2013-11-21,-0.020227359524339406,5999.0498046875,2013-11-22,6027.35009765625,1511,0.014600114241616563,0.0049358340760010545,0.02467917038000527,0.03858242858298999
2014-01-27,-0.020888004522878645,6135.85009765625,2014-01-28,6131.85009765625,1556,-0.001891777762258711,-0.006906577457338249,-0.021355739821909952,-0.011277167778478613
2014-07-08,-0.021053878387766067,7623.2001953125,2014-07-09,7637.9501953125,1664,-0.009190973169160318,-0.02406408634106444,-0.0017740745386197955,0.020659967746888896
2015-01-06,-0.029963988501869876,8127.35009765625,2015-01-07,8118.64990234375,1781,0.014281895195132975,0.025170453229822948,0.01957220772605032,0.07524035461609269
2015-03-09,-0.02025118178512486,8756.75,2015-03-10,8769.75,1822,-0.007959155584537757,-0.013911456997063771,-0.005296638480287352,-0.025861604343054248
2015-03-26,-0.022113918786236364,8342.150390625,2015-03-27,8396.0,1835,0.011469724236243449,0.022659599809433065,0.031479252583075275,0.037005740270664604
2015-05-06,-0.02736399793773192,8097.0,2015-05-07,8077.0,1859,0.014176055466138418,0.006184250998204779,0.018224612518571253,0.04259007057075647
2015-06-02,-0.023353592405198742,8236.4501953125,2015-06-03,8232.4501953125,1878,-0.012365734447651367,-0.02287293436357099,-0.013118816079992133,-0.01711524361304095
2015-08-24,-0.05915098088055637,7809.0,2015-08-25,7895.39990234375,1937,-0.013115207078587777,0.013495237009732786,-0.01387514325334935,-0.026236784064890436
2015-09-01,-0.023264675971940818,7785.85009765625,2015-09-02,7856.64990234375,1943,-0.004282983556860763,-0.03791057274518457,-0.004843006263541055,0.005409430295134018
2015-09-22,-0.02069675641963653,7812.0,2015-09-23,7737.35009765625,1957,0.01695023498852367,0.013693280734878938,0.02759986325966912,0.0584631807979418
2016-01-07,-0.022309804329221028,7568.2998046875,2016-01-08,7611.64990234375,2026,-0.006279821760165515,-0.0064703448834181315,-0.022840001824403242,-0.024856596067692544
2016-02-11,-0.03317073758299127,6976.35009765625,2016-02-12,7023.64990234375,2050,0.019833034804634313,0.01207353643017609,0.026638585387608202,0.0008685082173891432
2016-04-05,-0.02005459778469787,7603.2001953125,2016-04-06,7636.0498046875,2085,-0.011733764402636293,0.004629369708216129,0.028077395526334467,0.028679750080409856
2016-06-24,-0.021987932139331257,8088.60009765625,2016-06-27,8039.35009765625,2140,0.01100835253160586,0.03089800783973411,0.0412160303545992,0.059917742252782624
2016-11-11,-0.026912611243878892,8296.2998046875,2016-11-15,8284.849609375,2232,-0.020911606110834372,-0.02543794053669596,-0.03410439754606665,-0.017224175906557598
2018-02-02,-0.023264327729431322,10760.599609375,2018-02-05,10604.2998046875,2537,-0.010000641875536374,-0.0025885910261011272,-0.006087135018473031,-0.023000048900417475
2018-10-04,-0.023852830796859514,10599.25,2018-10-05,10514.099609375,2701,-0.01579305987737077,-0.005135960472720876,-0.003956554619085718,-0.025570388275119402
2018-10-11,-0.021553257346415555,10234.650390625,2018-10-12,10331.5498046875,2706,0.017514332189581233,0.011760094303071022,-0.008353035732194326,-0.00781104450330247
2019-07-08,-0.02138240331360608,11558.599609375,2019-07-09,11531.599609375,2884,-0.002835618635546111,0.0018124450495149284,0.011360089184287943,-0.017391325703370444
2019-09-03,-0.02044311880570615,10797.900390625,2019-09-04,10790.400390625,2922,0.005328810601871419,0.019707277428486873,0.017830609346958244,-0.007933031476002704
2020-02-03,-0.021250384719316173,11707.900390625,2020-02-04,11786.25,3024,0.025699471046770603,0.026479975342029907,0.02729030782691696,0.017499204581609928
2020-02-24,-0.02081386879900149,11829.400390625,2020-02-25,11877.5,3038,-0.016754367501578615,-0.056893285624079144,-0.048343523074089664,-0.119477971742791
2020-03-06,-0.024806975302821943,10989.4501953125,2020-03-09,10742.0498046875,3047,-0.026405520288941886,-0.07324948437975433,-0.16523848169326535,-0.27378387304782725
2020-03-16,-0.07612100106679087,9197.400390625,2020-03-17,9285.400390625,3052,-0.08794457444850524,-0.0581504482949018,-0.15985854389609025,-0.07405716088659849
2020-03-23,-0.12980466070471242,7610.25,2020-03-24,7848.2998046875,3057,0.05982821966192668,0.10345555286095877,0.09549204464193392,0.1610030984268463
2020-03-30,-0.04378053643081892,8281.099609375,2020-03-31,8529.349609375,3062,-0.032306074590333425,0.030817189818153175,0.06829955482299514,0.08587993616709949
2020-04-21,-0.030274667144095657,8981.4501953125,2020-04-22,9026.75,3074,0.031811049450245106,0.02831027830476085,0.058337675173789016,0.01908768988700252
2020-05-04,-0.05744483901313502,9293.5,2020-05-05,9429.400390625,3082,-0.01680912819839378,-0.018866564495646408,-0.024694103155170632,-0.058360103342003165
2020-05-14,-0.025661909373274727,9142.75,2020-05-15,9182.400390625,3090,-0.039112908972220764,-0.012616590543773341,-0.015589648080599159,0.07010694073602504
2020-06-11,-0.021169158460066062,9902.0,2020-06-12,9544.9501953125,3109,0.028156249587554937,0.03522283389991988,0.07327960659826158,0.08780033290263412
2020-08-31,-0.022330747801946216,11387.5,2020-09-01,11464.2998046875,3166,0.0061669876500954944,-0.01137881925062373,-0.01281806981813362,0.00501557015950416
2020-09-21,-0.02211225483867385,11250.5498046875,2020-09-22,11301.75,3181,-0.015033104662994668,-0.02225319087751897,-0.00702100200190236,0.03867539180879068
2020-10-15,-0.02428360085835335,11680.349609375,2020-10-16,11727.400390625,3198,0.012419582278348199,0.017928099407953695,0.01730555894657094,-0.007247983113798165
2020-12-21,-0.0314049525779333,13328.400390625,2020-12-22,13373.650390625,3243,0.0170072651898724,0.037353287254890934,0.045484948904744915,0.05777028610801703
2021-02-22,-0.020428174591586412,14675.7001953125,2021-02-23,14782.25,3286,0.013512827884794264,-0.01712185962049079,0.009257698210691877,0.021387163024911632
2021-04-12,-0.03532558930400764,14310.7998046875,2021-04-13,14364.900390625,3318,0.015074925603300907,-0.00037941058860783847,0.002871582738361422,0.036895487305007364
2021-11-26,-0.029071254187753914,17026.44921875,2021-11-29,17055.80078125,3473,-0.004256707933632367,0.020277535708273738,-0.008416537170615294,0.018319234772810295
2021-12-20,-0.021842546279377872,16614.19921875,2021-12-21,16773.150390625,3489,0.01086849064603225,0.013748139377793261,0.027430721042849708,0.061532841794101505
2022-01-24,-0.02656790518738339,17149.099609375,2022-01-25,17001.55078125,3514,0.0063876296211030385,0.019898115911760807,0.04578695371768706,0.02718869625174358
2022-02-14,-0.03061622289529342,16842.80078125,2022-02-15,16933.25,3528,0.022969555091314427,0.020259004104350907,0.00938681108174745,-0.019328881416739257
2022-02-24,-0.04778103847083648,16247.9501953125,2022-02-25,16515.650390625,3536,0.016847656218125492,-0.001065632231170884,-0.03950798088886571,0.021534143809854595
2022-03-07,-0.02352668473994779,15863.150390625,2022-03-08,15747.75,3542,0.03794825352034418,0.0560524023273166,0.058119413884523186,0.09511837504564144
2022-05-04,-0.022936183451936376,16677.599609375,2022-05-05,16854.75,3580,-0.026313057150061554,-0.03647044277206722,-0.06210415461516783,-0.06202106880107981
2022-05-12,-0.022211752141785834,15808.0,2022-05-13,15977.0,3586,-0.008430881599330288,0.01647992768902172,0.018097915167115227,0.023499417619859797
2022-05-19,-0.026532725334179386,15809.400390625,2022-05-20,16043.7998046875,3591,0.010652114380975273,-0.001121928733786678,0.019237985663148324,0.03368908756917936
2022-06-13,-0.026379749115209128,15774.400390625,2022-06-14,15674.25,3608,0.001142025336140485,-0.024291433401917157,-0.0022616836730625068,0.011225429944813946
2024-01-17,-0.020894393512082443,21571.94921875,2024-01-18,21414.19921875,4004,0.009722575649371082,0.0018562449893150992,0.015102147286545964,0.01669453040704775
2024-06-04,-0.05929359941641077,21884.5,2024-06-05,22128.349609375,4094,0.031319587474177416,0.05110410985624969,0.05398502963225465,0.06501390370366775
2024-08-05,-0.02678645789462286,24055.599609375,2024-08-06,24189.849609375,4136,0.004450229842821308,0.0073440055847288094,-0.0021021052299263886,0.02399145173478384
2024-10-03,-0.021196375260987388,25250.099609375,2024-10-04,25181.900390625,4177,-0.015334441985512754,-0.007940273322240607,-0.008643128089968513,-0.013019256064449192
2025-04-07,-0.03243254628305536,22161.599609375,2025-04-08,22446.75,4304,-0.002120556845645806,0.03928411824651676,0.06258814263200686,0.07095012014545536
