signal_date,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,signal_return
2016-04-05,2016-04-06,2016-04-13,7636.0498046875,7850.4501953125,0.028077395526334467,0.026077395526334465,-0.02005459778469787
2016-06-24,2016-06-27,2016-07-04,8039.35009765625,8370.7001953125,0.0412160303545992,0.039216030354599196,-0.021987932139331257
2016-11-11,2016-11-15,2016-11-22,8284.849609375,8002.2998046875,-0.03410439754606665,-0.036104397546066654,-0.026912611243878892
2018-02-02,2018-02-05,2018-02-12,10604.2998046875,10539.75,-0.006087135018473031,-0.008087135018473031,-0.023264327729431322
2018-10-04,2018-10-05,2018-10-12,10514.099609375,10472.5,-0.003956554619085718,-0.005956554619085718,-0.023852830796859514
2019-07-08,2019-07-09,2019-07-16,11531.599609375,11662.599609375,0.011360089184287943,0.009360089184287943,-0.02138240331360608
2019-09-03,2019-09-04,2019-09-12,10790.400390625,10982.7998046875,0.017830609346958244,0.015830609346958242,-0.02044311880570615
2020-02-03,2020-02-04,2020-02-11,11786.25,12107.900390625,0.02729030782691696,0.025290307826916957,-0.021250384719316173
2020-02-24,2020-02-25,2020-03-03,11877.5,11303.2998046875,-0.048343523074089664,-0.050343523074089666,-0.02081386879900149
2020-03-06,2020-03-09,2020-03-17,10742.0498046875,8967.0498046875,-0.16523848169326535,-0.16723848169326536,-0.024806975302821943
2020-03-18,2020-03-19,2020-03-26,8063.2998046875,8641.4501953125,0.07170146275460319,0.06970146275460319,-0.05556454027271507
2020-03-30,2020-03-31,2020-04-09,8529.349609375,9111.900390625,0.06829955482299514,0.06629955482299514,-0.04378053643081892
2020-04-21,2020-04-22,2020-04-29,9026.75,9553.349609375,0.058337675173789016,0.056337675173789015,-0.030274667144095657
2020-05-04,2020-05-05,2020-05-12,9429.400390625,9196.5498046875,-0.024694103155170632,-0.02669410315517063,-0.05744483901313502
2020-05-14,2020-05-15,2020-05-22,9182.400390625,9039.25,-0.015589648080599159,-0.01758964808059916,-0.025661909373274727
2020-06-11,2020-06-12,2020-06-19,9544.9501953125,10244.400390625,0.07327960659826158,0.07127960659826157,-0.021169158460066062
2020-08-31,2020-09-01,2020-09-08,11464.2998046875,11317.349609375,-0.01281806981813362,-0.01481806981813362,-0.022330747801946216
2020-09-21,2020-09-22,2020-09-29,11301.75,11222.400390625,-0.00702100200190236,-0.00902100200190236,-0.02211225483867385
2020-10-15,2020-10-16,2020-10-23,11727.400390625,11930.349609375,0.01730555894657094,0.015305558946570938,-0.02428360085835335
2020-12-21,2020-12-22,2020-12-30,13373.650390625,13981.9501953125,0.045484948904744915,0.04348494890474491,-0.0314049525779333
2021-02-22,2021-02-23,2021-03-02,14782.25,14919.099609375,0.009257698210691877,0.007257698210691877,-0.020428174591586412
2021-04-12,2021-04-13,2021-04-22,14364.900390625,14406.150390625,0.002871582738361422,0.000871582738361422,-0.03532558930400764
2021-11-26,2021-11-29,2021-12-06,17055.80078125,16912.25,-0.008416537170615294,-0.010416537170615294,-0.029071254187753914
2021-12-20,2021-12-21,2021-12-28,16773.150390625,17233.25,0.027430721042849708,0.025430721042849706,-0.021842546279377872
2022-01-24,2022-01-25,2022-02-02,17001.55078125,17780.0,0.04578695371768706,0.04378695371768706,-0.02656790518738339
2022-02-14,2022-02-15,2022-02-22,16933.25,17092.19921875,0.00938681108174745,0.007386811081747449,-0.03061622289529342
2022-02-24,2022-02-25,2022-03-07,16515.650390625,15863.150390625,-0.03950798088886571,-0.04150798088886571,-0.04778103847083648
2022-05-04,2022-05-05,2022-05-12,16854.75,15808.0,-0.06210415461516783,-0.06410415461516783,-0.022936183451936376
2022-05-19,2022-05-20,2022-05-27,16043.7998046875,16352.4501953125,0.019237985663148324,0.017237985663148325,-0.026532725334179386
2022-06-13,2022-06-14,2022-06-21,15674.25,15638.7998046875,-0.0022616836730625068,-0.004261683673062507,-0.026379749115209128
2024-01-17,2024-01-18,2024-01-29,21414.19921875,21737.599609375,0.015102147286545964,0.013102147286545964,-0.020894393512082443
2024-06-04,2024-06-05,2024-06-12,22128.349609375,23322.94921875,0.05398502963225465,0.051985029632254647,-0.05929359941641077
2024-08-05,2024-08-06,2024-08-13,24189.849609375,24139.0,-0.0021021052299263886,-0.004102105229926389,-0.02678645789462286
2024-10-03,2024-10-04,2024-10-11,25181.900390625,24964.25,-0.008643128089968513,-0.010643128089968514,-0.021196375260987388
2025-04-07,2025-04-08,2025-04-17,22446.75,23851.650390625,0.06258814263200686,0.06058814263200686,-0.03243254628305536
